servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
Gobierno Regional,EN REEVALUACION,30061246,,null,2008,680000,,null,6,31.01,0,0,"REPOSICION ACERAS Y SOLERAS, DISTINTOS SECTORES DE ARICA",,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30068573,,null,2008,0,,null,6,31.01,378753000,0,CONSERVACION PAVIMENTOS RENATO ROCCA ARICA,,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30068574,,null,2008,0,,null,6,31.01,84985000,0,CONSERVACION PAVIMENTOS LUIS VALENTE ROSSI,,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30068575,,null,2008,0,,null,6,31.01,433244000,0,CONSERVACION PAVIMENTOS AV.DIEGO PORTALES(ROT.TUCAPEL-ROT.ARENAS),,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,EN EJECUCION,20177869,,null,2008,0,,null,3,31.01,38500000,0,"MEJORAMIENTO Y AMPLIACION EJE JUAN ANTONIO RIOS I.ETAPA,ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:361860,y:7956753,ogc:32719},{x:362740,y:7956460,ogc:32719}]",0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30003322,,null,2008,18056000,,null,5,31.01,36378000,0,null,,Seremi de Vivienda y Urbanismo,Arica,"[{x:363619,y:7956166,ogc:32719},{x:363473,y:7955287,ogc:32719}]",0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30007973,,null,2008,435139000,,null,6,31.01,227769000,0,"CONSTRUCCION PAVIMENTOS SECTOR PUNTA NORTE,   ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:363180,y:7957486,ogc:32719},{x:363473,y:7957632,ogc:32719},{x:363473,y:7957779,ogc:32719},{x:363912,y:7958072,ogc:32719}]",0,1,EJECUCION,Transporte
Gobierno Regional,EN EJECUCION,20177880,,null,2008,0,,null,5,31.01,72432000,0,"MEJORAMIENTO NUDO TUCAPEL - LUIS VALENTE Y EMPALMES,ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:361274,y:7956606,ogc:32719},{x:361714,y:7955580,ogc:32719}]",0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30043925,,null,2008,17231000,,null,5,31.01,4788000,0,"CONSTRUCCION EQUIP.SOCIAL Y AREAS VERDES MACROLOTEO PTA.NORTE, ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:364059,y:7959391,ogc:32719}]",0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,30061243,,null,2008,590991000,,null,6,31.01,41736000,0,null,,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,EN EJECUCION,30070202,,null,2008,0,,null,6,31.01,2356567000,0,null,,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Transporte
Gobierno Regional,POR LICITAR,20156990,,null,2008,0,,null,6,31.01,285739000,0,CONSTRUCCION GIMNASIO C.R.E.E.- ARICA,,null,Arica,"[{x:363755,y:7957569,ogc:32719}]",0,1,EJECUCION,Justicia
Gobierno Regional,EN EJECUCION,30062285,,null,2008,150000,,null,6,31.01,42467000,0,null,,Servicio de Salud de Arica,Arica,[],0,1,EJECUCION,Salud
Gobierno Regional,TERMINADO O EN LIQUIDACION,30045339,,null,2008,22118000,,null,6,31.01,24979000,0,"REPOSICION EQUIPAMIENTO UNID. CUIDADO PREFERENCIAL, HOSPITAL",,Servicio de Salud de Arica,Arica,[],0,1,EJECUCION,Salud
Gobierno Regional,TERMINADO O EN LIQUIDACION,30045350,,null,2008,16499000,,null,6,31.01,884000,0,"ADQUISICION EQUIPO SEPARADOR DE PLAQUETAS, HOSPITAL DE ARICA",,Servicio de Salud de Arica,Arica,[],0,1,EJECUCION,Salud
Gobierno Regional,LICITACION DESIERTA,30070232,,null,2008,0,,null,6,31.01,1180000,0,CATASTRO ESTADO ACTUAL DE PAVIMENTOS EN ARICA,,Seremi de Vivienda y Urbanismo,Arica,"[{x:362153,y:7955873,ogc:32719},{x:363766,y:7960271,ogc:32719}]",0,1,EJECUCION,Transporte
Gobierno Regional,EN CONTRATACION,30059334,,null,2008,0,,null,6,31.01,35421000,0,null,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN CONTRATACION,30071857,,null,2008,0,,null,6,31.01,56240000,0,null,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30077997,,null,2008,0,,null,6,31.01,654350000,0,ADQUISICION MAQUINARIA Y VEHICULOS CONSERVACION CAMINOS. REGION DE ARICA Y PARINACOTA,,null,Regional,[],0,1,EJECUCION,Transporte
Gobierno Regional,EN EJECUCION,30080097,,null,2008,0,,null,6,31.01,1054445025,0,"CONSERVACION PERIODICA RUTA 11-CH, Km 36 al 76",,null,Regional,[],0,1,EJECUCION,Transporte
Gobierno Regional,EN EJECUCION,30077018,,null,2008,0,,null,6,31.01,37112000,0,"EQUIPAMIENTO TENENCIA CARRETERA CUYA, ARICA",,Carabineros de Chile,Camarones,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN EJECUCION,30065994,,null,2008,0,,null,6,31.01,174951000,0,null,,Gobierno Regional,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN EJECUCION,30075561,,null,2008,0,,null,6,31.01,221115000,0,null,,Gobierno Regional,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN EJECUCION,,,null,2008,0,,null,6,31.02,379780000,0,TRANSFERENCIA CAPACIDADES PRODUCTIVAS EN LA REGION DE ARICA Y PARINACOTA - FOSIS,,null,Regional,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,,,null,2008,0,,null,0,,273506000,0,FONDO CULTURAL 2% (173.339+60.157+40.010),,Gobierno Regional,Regional,[],0,1,EJECUCION,null
Gobierno Regional,EN EJECUCION,,,null,2008,0,,null,0,,32232000,0,DIFUSION TURISTICA DE LA REGION ARICA Y PARINACOTA - SERNATUR,,Servicio Nacional de Turismo,Regional,[],0,1,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
Gobierno Regional,TERMINADO O EN LIQUIDACION,,,null,2008,0,,null,0,,628577000,0,PROGRAMA PRO-EMPLEO - SENCE,,null,Arica,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,,,null,2008,0,,null,0,,60000000,0,EXPOSICION MOMIAS CULTURA CHINCHORRO - CENTRO CULTURAL PALACIO LA MONEDA - SERNATUR,,Servicio Nacional de Turismo,Regional,[],0,1,EJECUCION,null
Gobierno Regional,EN LICITACION,,,null,2008,0,,null,0,,81242000,0,ADQUISICION DE EQUIPOS DE LA RED DE TELECOMUNICACIONES DE LA REGION DE AyP,,Gobierno Regional,Regional,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN EJECUCION,30079207,,null,2008,0,,20090416,6,29,921470000,0,"ADQUISICION LABORATORIO DE CIENCIAS ESCUELAS BASICAS DEL SERME, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,TERMINADO O EN LIQUIDACION,30078470,,null,2008,0,,null,6,31.01,1357000000,0,"ADQUISICION DE 2000 NOTEBOOK Y OTROS EQUIPAMIENTOS COMPUTACIONALES, ESCUELAS SERME ARICA",,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,TERMINADO O EN LIQUIDACION,30075713,,null,2008,0,,null,6,31.01,123564000,0,REPOSICION BUSES ESCUELAS RURALES MUNICIPALIDAD DE ARICA,,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,EN ADJUDICACION,30037265,,null,2008,0,,null,6,31.01,45970000,0,ADQUISICON UNIDAD  DENTAL MOVIL PARA LA COMUNA DE ARICA,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Salud
Gobierno Regional,EN CONTRATACION,30075386,,null,2008,0,,20090416,6,29,189581000,0,REPOSICION CAMIONES MULTIPROPOSITO MUNICIPALIDAD DE ARICA,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,30081847,,null,2008,0,,null,6,31.01,504500000,0,null,,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,EN CONTRATACION,30080552,,null,2008,0,,null,6,31.01,188249000,0,REPOSICION PISTA REKORTAN ESTADIO CARLOS DITTBORN,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Deportes
Gobierno Regional,EN CONTRATACION,30080431,,null,2008,0,,null,6,31.01,75395000,0,null,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Deportes
Gobierno Regional,EN CONTRATACION,30081140,,null,2008,0,,null,6,31.01,95324000,0,REPOSICION SERVICIOS HIGIENICOS Y CAMARINES ESTADIO CARLOS DITBORN,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Deportes
Gobierno Regional,EN EJECUCION,30084776,,null,2008,0,,null,6,31.01,467515000,0,ADQUISICION VEHICULOS PREFECTURA DE CARABINEROS - ARICA,,Carabineros de Chile,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN LICITACION,30084778,,null,2008,0,,null,6,31.01,54000000,0,ADQUISICION UNIDADES ESPECIALIZADAS PARA UNIDADES Y DESTACAMENTOS -PREFECTURA CARABINEROS ARICA,,Carabineros de Chile,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN LICITACION,30084781,,null,2008,0,,null,6,31.01,7581000,0,ADQUISICION EQUIPAMIENTO MOTORISTAS DE TTO Y DE MTT  PREFECTURA ARICA,,Carabineros de Chile,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,POR LICITAR,30083548,,null,2008,0,,null,6,31.01,22634000,0,ADQUISICION EQUIPAMIENTO COMPUTACIONAL JARDINES INFANTILES - INTEGRA,,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,EN REEVALUACION,30083281,,null,2008,0,,null,6,31.01,0,0,"ADQUISICION VEHICULOS OPERATIVOS DEPENDIENTES DE GENDARMERIA, ARICA",,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN LICITACION,30083298,,null,2008,0,,null,6,31.01,32664000,0,REPOSICION EQUIPAMIENTO DE SEGURIDAD GENDARMERIA ARICA,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN REEVALUACION,30083287,,null,2008,0,,null,6,31.01,0,0,REPOSICION VEHICULOS OPERATIVO GENDARMERIA DE CHILE,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN REEVALUACION,30083291,,null,2008,0,,null,6,31.01,0,0,REPOSICION COMPUTADORES OFICINA UNIDADES DEPENDIENTES DE GENDARMERIA,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,EN EJECUCION,30083296,,null,2008,0,,null,6,31.01,7555000,0,REPOSICION MOBILIARIO OFICINAS DEPENDIENTES DE GENDARMERIA,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,POR LICITAR,30083284,,null,2008,0,,null,6,31.01,37340000,0,ADQUISICION DE CONTAINERS Y CUADRA PERSONAL DE GENDARMERIA DE ARICA,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,TRAMITE APROBACION,30079385,,null,2008,0,,null,6,31.01,0,0,LEVANTAMIENTO INFORMACION PARA LA INSTALACION DE UN SISTEMA DE DIGITALIZACION DE REGION DE ARICA Y PARINACOTA,,Gobierno Regional,Regional,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN LICITACION,30083541,,null,2008,0,,null,6,31.01,23340000,0,"ADQUISICION BUS PARA TRANSPORTE ESCOLAR, GENERAL LAGOS",,Gobierno Regional,General Lagos,[],0,1,EJECUCION,null
Gobierno Regional,EN ADJUDICACION,30083397,,null,2008,0,,null,6,31.01,69074000,0,"REPOSICION CAMION COMPACTADOR DE BASURA, COMUNA DE PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN ADJUDICACION,30083400,,null,2008,0,,null,6,31.01,54500000,0,"ADQUISICION RETROEXCAVADORA, PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN ADJUDICACION,30083399,,null,2008,0,,null,6,31.01,72370000,0,"ADQUISICION CAMION TOLVA, PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,30083396,,null,2008,0,,null,6,31.01,53000000,0,REPOSICION CAMION ALJIBE COMUNA DE PUTRE,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,30060231,,null,2008,0,,null,6,31.01,14894000,0,REPOSICION EQUIPAMIENTO POSTA MEDICA TICNAMAR COMUNA DE PUTRE,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Salud
Gobierno Regional,EN EJECUCION,30081627,,null,2008,0,,null,6,31.01,49762000,0,REPOSICION FOSAS SEPTICAS DE LAS 09 ESCUELAS DE LA COMUNA DE GENERAL LAGOS,,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN LICITACION,30081710,,null,2008,0,,null,6,31.01,49732000,0,null,,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Salud
Gobierno Regional,EN EJECUCION,30081654,,null,2008,0,,null,6,31.01,49977000,0,null,,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TRAMITE APROBACION,30081716,,null,2008,0,,null,6,31.01,50000000,0,"REPARACION GIMNASIO TECHADO, POBLADO DE VISVIRI, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN LICITACION,30081715,,null,2008,0,,null,6,31.01,50000000,0,"CONSTRUCCION GIMNASIO TECHADO, POBLADO DE CHUJLLUTA, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30081707,,null,2008,0,,null,6,31.01,49117000,0,"CONSTRUCCION DE 03 CANCHAS DE ESQUILA COMUNITARIA, POBLADOS DE VISVIRI, COSAPILLA, GUACOYO, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
Gobierno Regional,EN EJECUCION,30081704,,null,2008,0,,null,6,31.01,49325000,0,"CONSTRUCCION SALON DE EVENTOS COMUNITARIOS, LOCALIDAD DE PUTANI, GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30081649,,null,2008,0,,null,6,31.01,49959000,0,"CONSTRUCCION VEREDAS Y ADOCRETOS, GUACOYO, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,No Definido
Gobierno Regional,TRAMITE APROBACION,30081717,,null,2008,0,,null,6,31.01,47462000,0,null,,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,null
Gobierno Regional,TRAMITE APROBACION,30081721,,null,2008,0,,null,6,31.01,49950000,0,"AMPLIACION BIBLIOTECA DE VISVIRI, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,null
Gobierno Regional,TRAMITE APROBACION,30081705,,null,2008,0,,null,6,31.01,50000000,0,"CONSTRUCCION BADEN QUEBRADA DE ALLANE, RIO COLPITAS, GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,[],0,1,EJECUCION,No Definido
Gobierno Regional,TRAMITE APROBACION,30081714,,null,2008,0,,null,6,31.01,49178000,0,"CONSTRUCCION BADEN RIO ANCOLACANE, COMUNA DE GENERAL LAGOS",,I. Municipalidad de Gral Lagos,General Lagos,"[{x:435604,y:8026070,ogc:32719}]",0,1,EJECUCION,No Definido
Gobierno Regional,EN EJECUCION,30081732,,null,2008,0,,null,6,31.01,45824000,0,INSTALACION SISTEMA DE A.P.R. CASERIOS DE LA COMUNA DE PUTRE,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30081734,,null,2008,0,,null,6,31.01,49119000,0,"INSTALACION SISTEMAS FOTOVOLTAICOS CASERIOS SECTOR PRE-CORDILLERA, PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,null
Gobierno Regional,TERMINADO O EN LIQUIDACION,30081735,,null,2008,0,,null,6,31.01,5356000,0,"ADQUISICION MOTOR PLANTA DE TRATAMIENTO AGUAS SERVIDAS, PARINACOTA",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Salud
Gobierno Regional,TERMINADO O EN LIQUIDACION,30081737,,null,2008,0,,null,6,31.01,41976000,0,"CONSTRUCCION SEDE SOCIAL CLUB DEPORTIVO ESTRELLAS DEL NORTE, PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,TERMINADO O EN LIQUIDACION,30081738,,null,2008,0,,null,6,31.01,43480000,0,"CONSTRUCCION SEDE SOCIAL JUNTA DE VECINOS NACE CHILE, COMUNA DE PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30081739,,null,2008,0,,null,6,31.01,11365000,0,null,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30081736,,null,2008,0,,null,6,31.01,39350000,0,null,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,Transporte
Gobierno Regional,TERMINADO O EN LIQUIDACION,30081989,,null,2008,0,,null,6,31.01,35513000,0,null,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,No Definido
Gobierno Regional,EN EJECUCION,30081733,,null,2008,0,,null,6,31.01,43590000,0,"INSTALACION SISTEMAS FOTOVOLTAICOS CASERIOS CORDILLERA, PUTRE",,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,null
Gobierno Regional,EN EJECUCION,30082010,,null,2008,0,,null,6,31.01,49500000,0,null,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,No Definido
Gobierno Regional,EN CONTRATACION,30059335,,null,2008,0,,null,6,31.01,49900000,0,CONSTRUCCION SEDE SOCIAL DE LOCALIDAD DE TIMAR,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,BASES ADM. EN CURSO,30082016,,null,2008,0,,null,6,31.01,49900000,0,CONSTRUCCION SEDE SOCIAL DE LOCALIDADE DE CODPA,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN ADJUDICACION,30082012,,null,2008,0,,null,6,31.01,49500000,0,CONSTRUCCION PAVIMENTACION CALLES LOCALIDAD DE TIMAR Y PACHICA,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,No Definido
Gobierno Regional,EN REEVALUACION,30081786,,null,2008,0,,null,6,31.01,49000000,0,"CONSTRUCCION SS.HH. LOCALIDAD DE PACHICA, MULLURI Y PARCOHAYLLA",,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,BASES ADM. EN CURSO,30082013,,null,2008,0,,null,6,31.01,49000000,0,"MEJORAMIENTO SISTEMA DE ALCANTARILLADO PUBLICO, LOCALIDAD DE CUYA Y COBIJA",,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Salud
Gobierno Regional,BASES ADM. EN CURSO,30082018,,null,2008,0,,null,6,31.01,49000000,0,CONSTRUCCION CUBIERTA LICEO CODPA Y ESCUELAS COMUNA DE CAMARONES,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,null
Gobierno Regional,LICITACION DESIERTA,30082026,,null,2008,0,,null,6,31.01,50000000,0,MEJORAMIENTO RED DIST. PUBLICA LOCALIDADES COMUNA DE CAMARONES,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,No Definido
Gobierno Regional,EN CONTRATACION,30082025,,null,2008,0,,null,6,31.01,49600000,0,"MEJORAMIENTO ILUMINACION PUBLICA, LOCALIDADES COMUNA DE CAMARONES",,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,LICITACION DESIERTA,30082024,,null,2008,0,,null,6,31.01,48000000,0,"CONSTRUCCION PASARELAS PEATONALES, VALLE DE CODPA, COMUNA DE CAMARONES",,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,No Definido
Gobierno Regional,EN REEVALUACION,30082027,,null,2008,0,,null,6,31.01,49980000,0,INSTALACION LUMINARIAS FOTOVOLTAICAS PLAZA LOC. DE CAMARONES,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,null
Gobierno Regional,LICITACION DESIERTA,30082023,,null,2008,0,,null,6,31.01,48500000,0,null,,I. Municipalidad de Camarones,Camarones,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN REEVALUACION,20186045,,null,2008,1500000,,null,6,31.01,0,0,null,,null,Arica,[],0,1,EJECUCION,Deportes
Gobierno Regional,POR LICITAR,30079146,,null,2008,0,,null,5,31.01,29339000,0,"CONSTRUCCION CENTRO DE SALUD FAMILIAR SECTOR SUR, COMUNA DE ARICA",,Servicio de Salud de Arica,Arica,"[{x:362103,y:7953488,ogc:32719}]",0,1,EJECUCION,Salud
Gobierno Regional,EN CONTRATACION,30034830,,null,2008,0,,null,5,31.01,10517000,0,"CONSTRUCCION DEFENSAS FLUVIALES MATRIZ Y ATRAVIESO PAMPANUNI, COCHIZA, COMUNA DE CAMARONES",,null,Camarones,"[{x:430705,y:7900492,ogc:32719}]",0,1,EJECUCION,Multisectorial
Gobierno Regional,POR LICITAR,30071159,,null,2008,0,,null,6,31.01,103347000,0,NORMALIZACION EX - VERTEDERO QUEBRADA ENCANTADA BAJA ARICA,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,30069347,,null,2008,0,,null,6,31.02,112085000,0,DIFUSION Y POSICIONAMIENTO DEL DESTINO ARICA PARINACOTA,,Servicio Nacional de Turismo,Regional,"[{x:363159,y:7957125,ogc:32719}]",0,1,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
Gobierno Regional,EN EJECUCION,,,null,2008,0,,null,6,31.01,1045000000,0,PROYECTOS CORFO INNOVA: M$950.000 / G. ADM.: 95.000,,null,Regional,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,EN EJECUCION,,,null,2008,0,,null,6,31.01,286000000,0,CENTRO ENERG. RENOV: M$134.000 / INDIC. ESTAD. REGION: M$24.500 / EVAL. POT. REC. NAT. PROD. BIODIESEL: M$ 103.000 / FORT. INVESTIG.. INNOV. Y TRANSF.,,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,POR LICITAR,30078773,,null,2008,0,,null,5,31.01,42080000,0,null,,null,Arica,"[{x:361775,y:7954060,ogc:32719}]",0,1,EJECUCION,Justicia
Gobierno Regional,POR LICITAR,30078811,,null,2008,0,,null,5,31.01,39898000,0,"REPOSICION EDIFICIO CENTRO ATENCION LACTANTE Y PREESCOLAR, ARICA",,null,Arica,"[{x:361770,y:7954047,ogc:32719}]",0,1,EJECUCION,Justicia
Gobierno Regional,BASES ADM. EN CURSO,30082461,,null,2008,0,,null,6,31.01,49995000,0,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO A-1, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30082464,,null,2008,0,,null,6,31.01,49995000,0,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO POLITECNICO A-2, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30082477,,null,2008,0,,null,6,31.01,49995000,0,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO PABLO NERUDA, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30082474,,null,2008,0,,null,6,31.01,49995000,0,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO COMERCIAL, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30082657,,null,2008,0,,null,6,31.01,46886000,0,"MEJORAMIENTO INTEGRAL LICEO AGRICOLA, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30083551,,null,2008,0,,20090416,6,29,126000000,0,ADQUISICION VEHICULOS OPERATIVOS PARA INVESTIGACIONES XV REGION POLICIAL,,null,Arica,[],0,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,BASES ADM. EN CURSO,30082471,,null,2008,0,,null,6,31.01,49995000,0,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO B-4, ARICA",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30073581,,null,2008,0,,null,6,31.01,69650000,0,HABILITACION INFRAESTRUCTURA HUMEDAL DESEMBOCADURA RIO LLUTA ARICA,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,BASES ADM. EN CURSO,30004302,,null,2008,0,,null,6,31.01,80940000,0,null,,null,Arica,"[{x:363253,y:7957046,ogc:32719}]",0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30035869,,null,2008,0,,null,6,31.01,47120000,0,CONSTRUCCION JARDIN INFANTIL SOMBRERITO  EN ARICA,,Gobierno Regional,Arica,"[{x:363106,y:7956606,ogc:32719}]",0,1,EJECUCION,null
Gobierno Regional,BASES ADM. EN CURSO,30084670,,null,2008,0,,null,6,31.01,12500000,0,ADQUISICION DE VEHICULO INSTITUCIONAL FUNDACION INTEGRA,,Gobierno Regional,Arica,[],0,1,EJECUCION,null
Gobierno Regional,TRAMITE APROBACION,30082030,,null,2008,0,,null,6,31.01,88894000,0,REPOSICION COMPUTADORES Y ACCESORIOS ESCUELAS COMUNA DE PUTRE,,I. Municipalidad de Putre,Putre,[],0,1,EJECUCION,null
Gobierno Regional,TERMINADO O EN LIQUIDACION,30082031,,null,2008,0,,null,6,31.01,34119000,0,REPOSICION LABORATORIO DE CIENCIAS LICEO TECNICO PROFESIONAL GRANADEROS DE PUTRE,,I. Municipalidad de Putre,Arica,[],0,1,EJECUCION,null
